PROVINCIA,DEPARTAMENTO,iso_year,iso_week,CONFIRMADO
BUENOS AIRES,ALMIRANTE BROWN,2009,1,2
BUENOS AIRES,CHACABUCO,2009,1,1
BUENOS AIRES,COLON,2009,1,2
BUENOS AIRES,FLORENCIO VARELA,2009,1,1
BUENOS AIRES,LA MATANZA,2009,1,3
BUENOS AIRES,LA PLATA,2009,1,1
BUENOS AIRES,MERLO,2009,1,1
BUENOS AIRES,MORENO,2009,1,3
BUENOS AIRES,MORON,2009,1,2
BUENOS AIRES,PERGAMINO,2009,1,1
BUENOS AIRES,QUILMES,2009,1,2
BUENOS AIRES,SAN FERNANDO,2009,1,1
BUENOS AIRES,SAN ISIDRO,2009,1,5
BUENOS AIRES,TIGRE,2009,1,2
BUENOS AIRES,TRES DE FEBRERO,2009,1,7
BUENOS AIRES,ALMIRANTE BROWN,2009,5,1
BUENOS AIRES,ALMIRANTE BROWN,2009,9,1
BUENOS AIRES,BERISSO,2009,9,1
BUENOS AIRES,LA PLATA,2009,9,1
BUENOS AIRES,GENERAL RODRIGUEZ,2009,10,1
BUENOS AIRES,LA MATANZA,2009,11,1
BUENOS AIRES,LA MATANZA,2009,12,1
BUENOS AIRES,HURLINGHAM,2009,13,1
BUENOS AIRES,LA MATANZA,2009,13,3
BUENOS AIRES,LA PLATA,2009,13,1
BUENOS AIRES,LANUS,2009,13,1
BUENOS AIRES,SAN MIGUEL,2009,13,1
BUENOS AIRES,TRES DE FEBRERO,2009,13,1
BUENOS AIRES,LA MATANZA,2009,14,4
BUENOS AIRES,LOMAS DE ZAMORA,2009,14,1
BUENOS AIRES,MORON,2009,14,1
BUENOS AIRES,TRES DE FEBRERO,2009,14,1
BUENOS AIRES,FLORENCIO VARELA,2009,15,1
BUENOS AIRES,LA MATANZA,2009,15,3
BUENOS AIRES,SAN VICENTE,2009,15,1
BUENOS AIRES,TRES DE FEBRERO,2009,15,3
BUENOS AIRES,LA MATANZA,2009,16,3
BUENOS AIRES,ESCOBAR,2009,17,1
BUENOS AIRES,LA MATANZA,2009,17,1
BUENOS AIRES,LA MATANZA,2009,18,2
BUENOS AIRES,LA MATANZA,2009,19,1
BUENOS AIRES,TRES DE FEBRERO,2009,19,1
BUENOS AIRES,TRES DE FEBRERO,2009,20,1
BUENOS AIRES,LA MATANZA,2009,21,2
BUENOS AIRES,SAN NICOLAS,2009,48,1
BUENOS AIRES,LA MATANZA,2009,50,1
BUENOS AIRES,GENERAL SAN MARTIN,2009,51,1
BUENOS AIRES,LOMAS DE ZAMORA,2009,51,1
BUENOS AIRES,MONTE,2009,51,1
BUENOS AIRES,ALMIRANTE BROWN,2009,52,1
BUENOS AIRES,ESTEBAN ECHEVERRIA,2009,52,1
BUENOS AIRES,LA MATANZA,2009,52,1
BUENOS AIRES,BAHIA BLANCA,2010,1,1
BUENOS AIRES,GENERAL PAZ,2010,1,1
BUENOS AIRES,HURLINGHAM,2010,1,1
BUENOS AIRES,LA MATANZA,2010,1,1
BUENOS AIRES,LA PLATA,2010,1,1
BUENOS AIRES,LANUS,2010,1,1
BUENOS AIRES,MONTE,2010,1,1
BUENOS AIRES,MORENO,2010,1,1
BUENOS AIRES,PRESIDENTE PERON,2010,1,2
BUENOS AIRES,TORNQUIST,2010,1,1
BUENOS AIRES,ENSENADA,2010,2,1
BUENOS AIRES,LA MATANZA,2010,2,1
BUENOS AIRES,LA PLATA,2010,2,1
BUENOS AIRES,LOMAS DE ZAMORA,2010,2,1
BUENOS AIRES,FLORENCIO VARELA,2010,3,1
BUENOS AIRES,GENERAL SAN MARTIN,2010,3,1
BUENOS AIRES,ITUZAINGO,2010,3,1
BUENOS AIRES,LA MATANZA,2010,3,1
BUENOS AIRES,BERAZATEGUI,2010,4,1
BUENOS AIRES,ENSENADA,2010,4,1
BUENOS AIRES,BRAGADO,2010,5,1
BUENOS AIRES,CHASCOMUS,2010,5,1
BUENOS AIRES,ENSENADA,2010,5,1
BUENOS AIRES,LA PLATA,2010,5,3
BUENOS AIRES,MORENO,2010,5,1
BUENOS AIRES,ITUZAINGO,2010,6,1
BUENOS AIRES,LA PLATA,2010,6,3
BUENOS AIRES,MERLO,2010,6,1
BUENOS AIRES,ENSENADA,2010,7,1
BUENOS AIRES,GENERAL PUEYRREDON,2010,7,1
BUENOS AIRES,JOSE C PAZ,2010,7,1
BUENOS AIRES,LA MATANZA,2010,7,1
BUENOS AIRES,LA PLATA,2010,7,2
BUENOS AIRES,LOMAS DE ZAMORA,2010,7,1
BUENOS AIRES,QUILMES,2010,7,2
BUENOS AIRES,AVELLANEDA,2010,8,1
BUENOS AIRES,EZEIZA,2010,8,1
BUENOS AIRES,HURLINGHAM,2010,8,1
BUENOS AIRES,LA MATANZA,2010,8,1
BUENOS AIRES,LA PLATA,2010,8,2
BUENOS AIRES,LUJAN,2010,8,1
BUENOS AIRES,MAGDALENA,2010,8,1
BUENOS AIRES,MORON,2010,8,1
BUENOS AIRES,BERAZATEGUI,2010,9,1
BUENOS AIRES,BRANDSEN,2010,9,1
BUENOS AIRES,HURLINGHAM,2010,9,1
BUENOS AIRES,ITUZAINGO,2010,9,1
BUENOS AIRES,LA MATANZA,2010,9,1
BUENOS AIRES,LA PLATA,2010,9,2
BUENOS AIRES,MORENO,2010,9,1
BUENOS AIRES,QUILMES,2010,9,2
BUENOS AIRES,ALMIRANTE BROWN,2010,10,1
BUENOS AIRES,BERAZATEGUI,2010,10,1
BUENOS AIRES,BERISSO,2010,10,2
BUENOS AIRES,HURLINGHAM,2010,10,1
BUENOS AIRES,LA PLATA,2010,10,2
BUENOS AIRES,MARCOS PAZ,2010,10,1
BUENOS AIRES,MORON,2010,10,2
BUENOS AIRES,AVELLANEDA,2010,11,1
BUENOS AIRES,BERAZATEGUI,2010,11,1
BUENOS AIRES,BRANDSEN,2010,11,1
BUENOS AIRES,FLORENCIO VARELA,2010,11,2
BUENOS AIRES,LA PLATA,2010,11,1
BUENOS AIRES,MONTE,2010,11,1
BUENOS AIRES,GENERAL RODRIGUEZ,2010,12,1
BUENOS AIRES,LA PLATA,2010,12,2
BUENOS AIRES,LA MATANZA,2010,13,1
BUENOS AIRES,PERGAMINO,2010,13,1
BUENOS AIRES,LA MATANZA,2010,14,1
BUENOS AIRES,LA PLATA,2010,15,1
BUENOS AIRES,LA PLATA,2010,16,2
BUENOS AIRES,BERAZATEGUI,2010,17,1
BUENOS AIRES,QUILMES,2010,18,1
BUENOS AIRES,SAN ISIDRO,2010,20,1
BUENOS AIRES,SAN ISIDRO,2010,33,1
BUENOS AIRES,LA PLATA,2010,52,1
BUENOS AIRES,ALMIRANTE BROWN,2011,1,1
BUENOS AIRES,PRESIDENTE PERON,2011,1,1
BUENOS AIRES,HURLINGHAM,2011,2,1
BUENOS AIRES,LOMAS DE ZAMORA,2011,4,1
BUENOS AIRES,BERISSO,2011,5,1
BUENOS AIRES,LINCOLN,2011,7,1
BUENOS AIRES,GENERAL SAN MARTIN,2011,8,1
BUENOS AIRES,PILAR,2011,8,1
BUENOS AIRES,ALMIRANTE BROWN,2011,9,1
BUENOS AIRES,BAHIA BLANCA,2011,9,1
BUENOS AIRES,LOMAS DE ZAMORA,2011,9,1
BUENOS AIRES,ALMIRANTE BROWN,2011,10,1
BUENOS AIRES,GENERAL SAN MARTIN,2011,10,1
BUENOS AIRES,ALMIRANTE BROWN,2011,11,1
BUENOS AIRES,HURLINGHAM,2011,11,2
BUENOS AIRES,LA MATANZA,2011,11,1
BUENOS AIRES,MORENO,2011,11,1
BUENOS AIRES,CHASCOMUS,2011,12,1
BUENOS AIRES,ALMIRANTE BROWN,2011,13,2
BUENOS AIRES,QUILMES,2011,13,1
BUENOS AIRES,ESTEBAN ECHEVERRIA,2011,14,1
BUENOS AIRES,EZEIZA,2011,14,1
BUENOS AIRES,SAN ISIDRO,2011,14,1
BUENOS AIRES,BERAZATEGUI,2011,15,2
BUENOS AIRES,LA PLATA,2011,15,1
BUENOS AIRES,LA MATANZA,2011,16,1
BUENOS AIRES,SAN ISIDRO,2011,16,1
BUENOS AIRES,LA PLATA,2011,17,1
BUENOS AIRES,LA MATANZA,2011,18,2
BUENOS AIRES,LA PLATA,2011,18,3
BUENOS AIRES,LANUS,2011,18,1
BUENOS AIRES,MORON,2011,18,1
BUENOS AIRES,LA PLATA,2011,19,1
BUENOS AIRES,MERLO,2011,19,1
BUENOS AIRES,ALMIRANTE BROWN,2011,20,1
BUENOS AIRES,LA MATANZA,2011,21,1
BUENOS AIRES,BERAZATEGUI,2011,22,1
BUENOS AIRES,MORENO,2011,22,1
BUENOS AIRES,BERISSO,2011,23,1
BUENOS AIRES,LA PLATA,2011,23,1
BUENOS AIRES,LA PLATA,2012,2,1
BUENOS AIRES,BERISSO,2012,3,2
BUENOS AIRES,LA PLATA,2012,4,1
BUENOS AIRES,ALMIRANTE BROWN,2012,5,1
BUENOS AIRES,LA PLATA,2012,5,1
BUENOS AIRES,SAN MIGUEL,2012,5,1
BUENOS AIRES,LA MATANZA,2012,6,1
BUENOS AIRES,LA PLATA,2012,8,1
BUENOS AIRES,LA PLATA,2012,9,1
BUENOS AIRES,MORENO,2012,9,1
BUENOS AIRES,LANUS,2012,12,2
BUENOS AIRES,BERISSO,2012,13,1
BUENOS AIRES,LANUS,2012,13,1
BUENOS AIRES,PERGAMINO,2012,13,1
BUENOS AIRES,ALMIRANTE BROWN,2012,15,1
BUENOS AIRES,LA MATANZA,2012,16,1
BUENOS AIRES,LANUS,2012,17,2
BUENOS AIRES,ALMIRANTE BROWN,2012,20,1
BUENOS AIRES,LA PLATA,2012,21,1
BUENOS AIRES,BERISSO,2012,23,1
BUENOS AIRES,LA PLATA,2012,36,1
BUENOS AIRES,LOMAS DE ZAMORA,2012,36,1
BUENOS AIRES,BERAZATEGUI,2012,51,1
BUENOS AIRES,HURLINGHAM,2013,1,1
BUENOS AIRES,LA PLATA,2013,1,2
BUENOS AIRES,ALMIRANTE BROWN,2013,2,1
BUENOS AIRES,LA MATANZA,2013,3,1
BUENOS AIRES,ALMIRANTE BROWN,2013,5,1
BUENOS AIRES,BERAZATEGUI,2013,5,2
BUENOS AIRES,HURLINGHAM,2013,5,1
BUENOS AIRES,PERGAMINO,2013,5,1
BUENOS AIRES,BOLIVAR,2013,6,1
BUENOS AIRES,LA PLATA,2013,6,1
BUENOS AIRES,MERLO,2013,6,1
BUENOS AIRES,MORENO,2013,7,2
BUENOS AIRES,MORON,2013,7,1
BUENOS AIRES,ALMIRANTE BROWN,2013,8,1
BUENOS AIRES,AVELLANEDA,2013,8,1
BUENOS AIRES,ESTEBAN ECHEVERRIA,2013,8,1
BUENOS AIRES,LOMAS DE ZAMORA,2013,8,1
BUENOS AIRES,ALMIRANTE BROWN,2013,9,4
BUENOS AIRES,BERAZATEGUI,2013,9,1
BUENOS AIRES,BRAGADO,2013,9,1
BUENOS AIRES,LOMAS DE ZAMORA,2013,9,1
BUENOS AIRES,MORENO,2013,9,1
BUENOS AIRES,VICENTE LOPEZ,2013,9,1
BUENOS AIRES,ALMIRANTE BROWN,2013,10,2
BUENOS AIRES,AVELLANEDA,2013,10,1
BUENOS AIRES,GENERAL SAN MARTIN,2013,10,2
BUENOS AIRES,LOMAS DE ZAMORA,2013,10,1
BUENOS AIRES,ALMIRANTE BROWN,2013,11,6
BUENOS AIRES,FLORENCIO VARELA,2013,11,1
BUENOS AIRES,GENERAL SAN MARTIN,2013,11,1
BUENOS AIRES,ITUZAINGO,2013,11,1
BUENOS AIRES,LA PLATA,2013,11,1
BUENOS AIRES,LOMAS DE ZAMORA,2013,11,1
BUENOS AIRES,MORENO,2013,11,1
BUENOS AIRES,ALMIRANTE BROWN,2013,12,3
BUENOS AIRES,BERAZATEGUI,2013,12,2
BUENOS AIRES,LA PLATA,2013,12,1
BUENOS AIRES,LOMAS DE ZAMORA,2013,12,1
BUENOS AIRES,ALMIRANTE BROWN,2013,13,6
BUENOS AIRES,AVELLANEDA,2013,13,1
BUENOS AIRES,CAMPANA,2013,13,1
BUENOS AIRES,ESTEBAN ECHEVERRIA,2013,13,1
BUENOS AIRES,GENERAL SAN MARTIN,2013,13,1
BUENOS AIRES,LA PLATA,2013,13,1
BUENOS AIRES,ALMIRANTE BROWN,2013,14,2
BUENOS AIRES,LA PLATA,2013,14,1
BUENOS AIRES,TIGRE,2013,14,1
BUENOS AIRES,LA PLATA,2013,15,1
BUENOS AIRES,LANUS,2013,15,1
BUENOS AIRES,LOMAS DE ZAMORA,2013,15,1
BUENOS AIRES,MERLO,2013,15,3
BUENOS AIRES,QUILMES,2013,15,1
BUENOS AIRES,SALTO,2013,15,1
BUENOS AIRES,SAN VICENTE,2013,15,1
BUENOS AIRES,TRES DE FEBRERO,2013,15,1
BUENOS AIRES,FLORENCIO VARELA,2013,16,1
BUENOS AIRES,LA PLATA,2013,16,2
BUENOS AIRES,VICENTE LOPEZ,2013,16,1
BUENOS AIRES,GENERAL SAN MARTIN,2013,17,1
BUENOS AIRES,LA PLATA,2013,17,1
BUENOS AIRES,LANUS,2013,17,1
BUENOS AIRES,LOMAS DE ZAMORA,2013,17,1
BUENOS AIRES,MERLO,2013,17,1
BUENOS AIRES,LOMAS DE ZAMORA,2013,18,1
BUENOS AIRES,SALTO,2013,18,1
BUENOS AIRES,AVELLANEDA,2013,19,1
BUENOS AIRES,ALMIRANTE BROWN,2013,20,1
BUENOS AIRES,FLORENCIO VARELA,2013,20,1
BUENOS AIRES,ALMIRANTE BROWN,2013,21,1
BUENOS AIRES,LA PLATA,2013,40,1
BUENOS AIRES,LA PLATA,2013,43,1
BUENOS AIRES,ALMIRANTE BROWN,2014,1,1
BUENOS AIRES,LA MATANZA,2014,1,1
BUENOS AIRES,LA PLATA,2014,4,2
BUENOS AIRES,ALMIRANTE BROWN,2014,5,1
BUENOS AIRES,PILAR,2014,5,1
BUENOS AIRES,LA MATANZA,2014,6,1
BUENOS AIRES,LA PLATA,2014,6,1
BUENOS AIRES,SAN ISIDRO,2014,6,1
BUENOS AIRES,LA COSTA,2014,7,1
BUENOS AIRES,LOBOS,2014,7,1
BUENOS AIRES,ESCOBAR,2014,8,2
BUENOS AIRES,TRES DE FEBRERO,2014,13,1
BUENOS AIRES,ALMIRANTE BROWN,2014,14,1
BUENOS AIRES,MORON,2014,14,2
BUENOS AIRES,LA MATANZA,2014,15,1
BUENOS AIRES,LA PLATA,2014,15,1
BUENOS AIRES,LA PLATA,2014,17,1
BUENOS AIRES,LA MATANZA,2014,20,1
BUENOS AIRES,LA PLATA,2014,43,1
BUENOS AIRES,PERGAMINO,2014,43,1
BUENOS AIRES,ALMIRANTE BROWN,2015,1,1
BUENOS AIRES,BERAZATEGUI,2015,1,1
BUENOS AIRES,ESTEBAN ECHEVERRIA,2015,1,1
BUENOS AIRES,EZEIZA,2015,1,1
BUENOS AIRES,HURLINGHAM,2015,1,1
BUENOS AIRES,LOMAS DE ZAMORA,2015,1,1
BUENOS AIRES,PERGAMINO,2015,1,2
BUENOS AIRES,QUILMES,2015,1,1
BUENOS AIRES,TRES DE FEBRERO,2015,1,1
BUENOS AIRES,VICENTE LOPEZ,2015,1,1
BUENOS AIRES,CORONEL L. ROSALES,2015,2,1
BUENOS AIRES,FLORENCIO VARELA,2015,2,1
BUENOS AIRES,LOMAS DE ZAMORA,2015,2,1
BUENOS AIRES,ESCOBAR,2015,3,1
BUENOS AIRES,HURLINGHAM,2015,3,1
BUENOS AIRES,TIGRE,2015,3,1
BUENOS AIRES,PILAR,2015,4,1
BUENOS AIRES,BERISSO,2015,5,1
BUENOS AIRES,AVELLANEDA,2015,6,1
BUENOS AIRES,BERAZATEGUI,2015,7,1
BUENOS AIRES,BERAZATEGUI,2015,10,1
BUENOS AIRES,PERGAMINO,2015,10,1
BUENOS AIRES,QUILMES,2015,10,3
BUENOS AIRES,BERAZATEGUI,2015,11,2
BUENOS AIRES,PERGAMINO,2015,11,2
BUENOS AIRES,LA PLATA,2015,12,1
BUENOS AIRES,MORENO,2015,12,1
BUENOS AIRES,QUILMES,2015,12,2
BUENOS AIRES,QUILMES,2015,13,8
BUENOS AIRES,AVELLANEDA,2015,14,1
BUENOS AIRES,BERAZATEGUI,2015,14,1
BUENOS AIRES,ITUZAINGO,2015,14,1
BUENOS AIRES,LA PLATA,2015,14,1
BUENOS AIRES,LANUS,2015,14,1
BUENOS AIRES,QUILMES,2015,14,3
BUENOS AIRES,LOMAS DE ZAMORA,2015,15,1
BUENOS AIRES,TANDIL,2015,15,1
BUENOS AIRES,VICENTE LOPEZ,2015,15,1
BUENOS AIRES,AVELLANEDA,2015,16,1
BUENOS AIRES,OLAVARRIA,2015,16,1
BUENOS AIRES,QUILMES,2015,16,2
BUENOS AIRES,PERGAMINO,2015,17,1
BUENOS AIRES,LA MATANZA,2015,20,1
BUENOS AIRES,LA PLATA,2015,20,1
BUENOS AIRES,QUILMES,2015,20,2
BUENOS AIRES,ITUZAINGO,2015,21,2
BUENOS AIRES,ALMIRANTE BROWN,2015,22,1
BUENOS AIRES,BERAZATEGUI,2015,29,1
BUENOS AIRES,LA PLATA,2015,29,1
BUENOS AIRES,PERGAMINO,2015,29,1
BUENOS AIRES,VICENTE LOPEZ,2015,31,1
BUENOS AIRES,MORON,2015,34,1
BUENOS AIRES,GENERAL PUEYRREDON,2015,36,1
BUENOS AIRES,QUILMES,2015,50,1
BUENOS AIRES,LANUS,2015,51,1
BUENOS AIRES,LOMAS DE ZAMORA,2015,51,1
BUENOS AIRES,VICENTE LOPEZ,2015,51,1
BUENOS AIRES,25 DE MAYO,2016,1,1
BUENOS AIRES,9 DE JULIO,2016,1,1
BUENOS AIRES,ALMIRANTE BROWN,2016,1,13
BUENOS AIRES,AVELLANEDA,2016,1,7
BUENOS AIRES,AYACUCHO,2016,1,1
BUENOS AIRES,AZUL,2016,1,1
BUENOS AIRES,BERAZATEGUI,2016,1,38
BUENOS AIRES,CHACABUCO,2016,1,1
BUENOS AIRES,CORONEL SUAREZ,2016,1,1
BUENOS AIRES,ESTEBAN ECHEVERRIA,2016,1,5
BUENOS AIRES,EZEIZA,2016,1,2
BUENOS AIRES,FLORENCIO VARELA,2016,1,8
BUENOS AIRES,GENERAL PUEYRREDON,2016,1,1
BUENOS AIRES,GENERAL RODRIGUEZ,2016,1,2
BUENOS AIRES,GENERAL SAN MARTIN,2016,1,1
BUENOS AIRES,HURLINGHAM,2016,1,2
BUENOS AIRES,ITUZAINGO,2016,1,1
BUENOS AIRES,JOSE C PAZ,2016,1,1
BUENOS AIRES,JUNIN,2016,1,1
BUENOS AIRES,LA MATANZA,2016,1,10
BUENOS AIRES,LA PLATA,2016,1,7
BUENOS AIRES,LANUS,2016,1,5
BUENOS AIRES,LAPRIDA,2016,1,1
BUENOS AIRES,LOMAS DE ZAMORA,2016,1,14
BUENOS AIRES,MAGDALENA,2016,1,1
BUENOS AIRES,MALVINAS ARGENTINAS,2016,1,1
BUENOS AIRES,MERLO,2016,1,3
BUENOS AIRES,MONTE,2016,1,1
BUENOS AIRES,MORENO,2016,1,1
BUENOS AIRES,MORON,2016,1,3
BUENOS AIRES,OLAVARRIA,2016,1,1
BUENOS AIRES,PEHUAJO,2016,1,1
BUENOS AIRES,PERGAMINO,2016,1,2
BUENOS AIRES,PILAR,2016,1,3
BUENOS AIRES,QUILMES,2016,1,39
BUENOS AIRES,RAMALLO,2016,1,1
BUENOS AIRES,SAAVEDRA,2016,1,1
BUENOS AIRES,SAN FERNANDO,2016,1,1
BUENOS AIRES,SAN ISIDRO,2016,1,1
BUENOS AIRES,SAN MIGUEL,2016,1,2
BUENOS AIRES,TANDIL,2016,1,3
BUENOS AIRES,TIGRE,2016,1,1
BUENOS AIRES,TRES DE FEBRERO,2016,1,8
BUENOS AIRES,VICENTE LOPEZ,2016,1,2
BUENOS AIRES,ALMIRANTE BROWN,2016,2,2
BUENOS AIRES,AZUL,2016,2,1
BUENOS AIRES,BERAZATEGUI,2016,2,1
BUENOS AIRES,BERISSO,2016,2,3
BUENOS AIRES,BOLIVAR,2016,2,1
BUENOS AIRES,BRAGADO,2016,2,2
BUENOS AIRES,ESCOBAR,2016,2,1
BUENOS AIRES,ESTEBAN ECHEVERRIA,2016,2,1
BUENOS AIRES,EZEIZA,2016,2,2
BUENOS AIRES,FLORENCIO VARELA,2016,2,1
BUENOS AIRES,GENERAL PUEYRREDON,2016,2,1
BUENOS AIRES,GENERAL SAN MARTIN,2016,2,1
BUENOS AIRES,HURLINGHAM,2016,2,1
BUENOS AIRES,LA MATANZA,2016,2,6
BUENOS AIRES,LA PLATA,2016,2,3
BUENOS AIRES,LANUS,2016,2,3
BUENOS AIRES,MERLO,2016,2,2
BUENOS AIRES,MORENO,2016,2,1
BUENOS AIRES,MORON,2016,2,3
BUENOS AIRES,PERGAMINO,2016,2,1
BUENOS AIRES,PILAR,2016,2,1
BUENOS AIRES,QUILMES,2016,2,5
BUENOS AIRES,SAN ANTONIO DE ARECO,2016,2,1
BUENOS AIRES,SAN FERNANDO,2016,2,1
BUENOS AIRES,SAN ISIDRO,2016,2,1
BUENOS AIRES,TIGRE,2016,2,2
BUENOS AIRES,TRES DE FEBRERO,2016,2,1
BUENOS AIRES,ALMIRANTE BROWN,2016,3,3
BUENOS AIRES,AVELLANEDA,2016,3,2
BUENOS AIRES,AYACUCHO,2016,3,1
BUENOS AIRES,BERAZATEGUI,2016,3,1
BUENOS AIRES,BERISSO,2016,3,3
BUENOS AIRES,CAMPANA,2016,3,2
BUENOS AIRES,CARLOS CASARES,2016,3,1
BUENOS AIRES,DAIREAUX,2016,3,1
BUENOS AIRES,ENSENADA,2016,3,1
BUENOS AIRES,ESTEBAN ECHEVERRIA,2016,3,6
BUENOS AIRES,EZEIZA,2016,3,1
BUENOS AIRES,FLORENCIO VARELA,2016,3,4
BUENOS AIRES,GENERAL RODRIGUEZ,2016,3,1
BUENOS AIRES,GENERAL SAN MARTIN,2016,3,4
BUENOS AIRES,HIPOLITO YRIGOYEN,2016,3,1
BUENOS AIRES,HURLINGHAM,2016,3,2
BUENOS AIRES,ITUZAINGO,2016,3,1
BUENOS AIRES,JOSE C PAZ,2016,3,1
BUENOS AIRES,LA MATANZA,2016,3,4
BUENOS AIRES,LA PLATA,2016,3,20
BUENOS AIRES,LANUS,2016,3,4
BUENOS AIRES,LOMAS DE ZAMORA,2016,3,14
BUENOS AIRES,LUJAN,2016,3,1
BUENOS AIRES,MALVINAS ARGENTINAS,2016,3,3
BUENOS AIRES,MERLO,2016,3,4
BUENOS AIRES,MONTE HERMOSO,2016,3,1
BUENOS AIRES,MORENO,2016,3,6
BUENOS AIRES,MORON,2016,3,2
BUENOS AIRES,PERGAMINO,2016,3,1
BUENOS AIRES,PILAR,2016,3,1
BUENOS AIRES,PRESIDENTE PERON,2016,3,1
BUENOS AIRES,QUILMES,2016,3,8
BUENOS AIRES,SAN FERNANDO,2016,3,6
BUENOS AIRES,SAN ISIDRO,2016,3,4
BUENOS AIRES,SAN MIGUEL,2016,3,2
BUENOS AIRES,TANDIL,2016,3,1
BUENOS AIRES,TIGRE,2016,3,4
BUENOS AIRES,VICENTE LOPEZ,2016,3,2
BUENOS AIRES,ZARATE,2016,3,1
BUENOS AIRES,25 DE MAYO,2016,4,1
BUENOS AIRES,ALMIRANTE BROWN,2016,4,9
BUENOS AIRES,AVELLANEDA,2016,4,4
BUENOS AIRES,AYACUCHO,2016,4,1
BUENOS AIRES,BAHIA BLANCA,2016,4,2
BUENOS AIRES,BERAZATEGUI,2016,4,8
BUENOS AIRES,CAMPANA,2016,4,3
BUENOS AIRES,CAÑUELAS,2016,4,1
BUENOS AIRES,CHASCOMUS,2016,4,2
BUENOS AIRES,CORONEL L. ROSALES,2016,4,1
BUENOS AIRES,ESCOBAR,2016,4,1
BUENOS AIRES,ESTEBAN ECHEVERRIA,2016,4,3
BUENOS AIRES,EZEIZA,2016,4,1
BUENOS AIRES,FLORENCIO VARELA,2016,4,12
BUENOS AIRES,GENERAL RODRIGUEZ,2016,4,2
BUENOS AIRES,GENERAL SAN MARTIN,2016,4,7
BUENOS AIRES,HURLINGHAM,2016,4,6
BUENOS AIRES,ITUZAINGO,2016,4,1
BUENOS AIRES,JOSE C PAZ,2016,4,3
BUENOS AIRES,LA COSTA,2016,4,1
BUENOS AIRES,LA MATANZA,2016,4,16
BUENOS AIRES,LA PLATA,2016,4,17
BUENOS AIRES,LANUS,2016,4,5
BUENOS AIRES,LOMAS DE ZAMORA,2016,4,13
BUENOS AIRES,MALVINAS ARGENTINAS,2016,4,1
BUENOS AIRES,MERCEDES,2016,4,1
BUENOS AIRES,MERLO,2016,4,3
BUENOS AIRES,MONTE,2016,4,1
BUENOS AIRES,MORENO,2016,4,5
BUENOS AIRES,MORON,2016,4,2
BUENOS AIRES,NECOCHEA,2016,4,1
BUENOS AIRES,PEHUAJO,2016,4,1
BUENOS AIRES,PERGAMINO,2016,4,1
BUENOS AIRES,PILAR,2016,4,1
BUENOS AIRES,QUILMES,2016,4,18
BUENOS AIRES,ROQUE PEREZ,2016,4,1
BUENOS AIRES,SAAVEDRA,2016,4,1
BUENOS AIRES,SAN FERNANDO,2016,4,6
BUENOS AIRES,SAN ISIDRO,2016,4,5
BUENOS AIRES,SAN MIGUEL,2016,4,5
BUENOS AIRES,SAN NICOLAS,2016,4,2
BUENOS AIRES,TANDIL,2016,4,1
BUENOS AIRES,TIGRE,2016,4,9
BUENOS AIRES,TRENQUE LAUQUEN,2016,4,1
BUENOS AIRES,TRES DE FEBRERO,2016,4,7
BUENOS AIRES,VICENTE LOPEZ,2016,4,2
BUENOS AIRES,ZARATE,2016,4,1
BUENOS AIRES,ALMIRANTE BROWN,2016,5,11
BUENOS AIRES,ARRECIFES,2016,5,1
BUENOS AIRES,AVELLANEDA,2016,5,8
BUENOS AIRES,AZUL,2016,5,1
BUENOS AIRES,BAHIA BLANCA,2016,5,1
BUENOS AIRES,BERAZATEGUI,2016,5,14
BUENOS AIRES,BERISSO,2016,5,3
BUENOS AIRES,CAMPANA,2016,5,2
BUENOS AIRES,CHASCOMUS,2016,5,1
BUENOS AIRES,ENSENADA,2016,5,2
BUENOS AIRES,ESCOBAR,2016,5,3
BUENOS AIRES,ESTEBAN ECHEVERRIA,2016,5,8
BUENOS AIRES,EZEIZA,2016,5,3
BUENOS AIRES,FLORENCIO VARELA,2016,5,7
BUENOS AIRES,GENERAL ARENALES,2016,5,1
BUENOS AIRES,GENERAL PUEYRREDON,2016,5,2
BUENOS AIRES,GENERAL SAN MARTIN,2016,5,8
BUENOS AIRES,HURLINGHAM,2016,5,7
BUENOS AIRES,ITUZAINGO,2016,5,1
BUENOS AIRES,JOSE C PAZ,2016,5,2
BUENOS AIRES,LA MATANZA,2016,5,29
BUENOS AIRES,LA PLATA,2016,5,31
BUENOS AIRES,LANUS,2016,5,4
BUENOS AIRES,LOMAS DE ZAMORA,2016,5,13
BUENOS AIRES,MALVINAS ARGENTINAS,2016,5,6
BUENOS AIRES,MERLO,2016,5,2
BUENOS AIRES,MONTE,2016,5,1
BUENOS AIRES,MORENO,2016,5,7
BUENOS AIRES,MORON,2016,5,10
BUENOS AIRES,NECOCHEA,2016,5,1
BUENOS AIRES,PERGAMINO,2016,5,3
BUENOS AIRES,PILAR,2016,5,1
BUENOS AIRES,PRESIDENTE PERON,2016,5,1
BUENOS AIRES,QUILMES,2016,5,14
BUENOS AIRES,RAUCH,2016,5,1
BUENOS AIRES,SALTO,2016,5,1
BUENOS AIRES,SAN ANTONIO DE ARECO,2016,5,1
BUENOS AIRES,SAN FERNANDO,2016,5,1
BUENOS AIRES,SAN ISIDRO,2016,5,10
BUENOS AIRES,SAN MIGUEL,2016,5,2
