ทั่วประเทศ|     31,999,008|     33,125,708|     65,124,716|     24,091,404|
กรุงเทพมหานคร|      2,695,519|      2,996,765|      5,692,284|      2,672,423|
ท้องถิ่นเขตพระนคร|         26,695|         28,678|         55,373|         19,258|
แขวงพระบรมมหาราชวัง|          2,591|          1,831|          4,422|          1,304|
แขวงวังบูรพาภิรมย์|          6,223|          5,787|         12,010|          5,353|
แขวงวัดราชบพิธ|          1,608|          1,936|          3,544|            984|
แขวงสำราญราษฎร์|          1,834|          1,779|          3,613|          1,136|
แขวงศาลเจ้าพ่อเสือ|          1,477|          1,982|          3,459|            998|
แขวงเสาชิงช้า|          1,174|          1,323|          2,497|            707|
แขวงบวรนิเวศ|          2,372|          3,093|          5,465|          1,631|
แขวงตลาดยอด|          1,244|          1,519|          2,763|          1,210|
แขวงชนะสงคราม|          1,013|          1,101|          2,114|            826|
แขวงบ้านพานถม|          3,200|          4,171|          7,371|          2,032|
แขวงบางขุนพรหม|          2,514|          2,515|          5,029|          2,105|
แขวงวัดสามพระยา|          1,445|          1,641|          3,086|            972|
ท้องถิ่นเขตดุสิต|         55,627|         48,767|        104,394|         32,342|
แขวงดุสิต|          8,940|          6,807|         15,747|          3,621|
แขวงวชิรพยาบาล|          5,288|          6,783|         12,071|          3,061|
แขวงสวนจิตรลดา|          4,757|          5,124|          9,881|          2,468|
แขวงสี่แยกมหานาค|          3,961|          3,975|          7,936|          2,418|
แขวงถนนนครไชยศรี|         32,681|         26,078|         58,759|         20,774|
ท้องถิ่นเขตหนองจอก|         79,435|         83,163|        162,598|         56,769|
แขวงกระทุ่มราย|         17,722|         18,493|         36,215|         14,116|
แขวงหนองจอก|          9,443|         10,022|         19,465|          6,759|
แขวงคลองสิบ|          4,305|          4,349|          8,654|          2,043|
แขวงคลองสิบสอง|          4,997|          5,185|         10,182|          3,225|
แขวงโคกแฝด|         16,167|         16,750|         32,917|         10,753|
แขวงคู้ฝั่งเหนือ|          8,281|          8,701|         16,982|          5,657|
แขวงลำผักชี|         14,014|         15,077|         29,091|         11,648|
แขวงลำต้อยติ่ง|          4,506|          4,586|          9,092|          2,568|
ท้องถิ่นเขตบางรัก|         21,881|         24,591|         46,472|         26,937|
แขวงมหาพฤฒาราม|          5,801|          6,612|         12,413|          4,945|
แขวงสีลม|          6,774|          7,470|         14,244|         11,042|
แขวงสุริยวงศ์|          2,512|          2,812|          5,324|          4,486|
แขวงบางรัก|          1,550|          1,549|          3,099|          1,230|
แขวงสี่พระยา|          5,244|          6,148|         11,392|          5,234|
ท้องถิ่นเขตบางเขน|         90,960|         99,699|        190,659|         97,256|
แขวงอนุสาวรีย์|         47,495|         49,610|         97,105|         51,581|
แขวงท่าแร้ง|         43,465|         50,089|         93,554|         45,675|
ท้องถิ่นเขตบางกะปิ|         67,974|         80,990|        148,964|         97,866|
แขวงคลองจั่น|         37,260|         44,150|         81,410|         46,468|
แขวงหัวหมาก|         30,714|         36,840|         67,554|         51,398|
ท้องถิ่นเขตปทุมวัน|         23,738|         27,819|         51,557|         27,734|
แขวงรองเมือง|          8,776|          9,562|         18,338|          6,914|
แขวงวังใหม่|          3,988|          4,140|          8,128|          5,784|
แขวงปทุมวัน|          2,124|          4,132|          6,256|          1,070|
แขวงลุมพินี|          8,850|          9,985|         18,835|         13,966|
ท้องถิ่นเขตป้อมปราบศัตรูพ่าย|         23,950|         25,330|         49,280|         19,529|
แขวงป้อมปราบ|          7,925|          8,405|         16,330|          6,439|
แขวงวัดเทพศิรินทร์|          3,819|          3,848|          7,667|          2,749|
แขวงคลองมหานาค|          4,794|          5,388|         10,182|          5,506|
แขวงบ้านบาตร|          3,744|          3,833|          7,577|          2,615|
แขวงวัดโสมนัส|          3,668|          3,856|          7,524|          2,220|
ท้องถิ่นเขตพระโขนง|         42,558|         49,890|         92,448|         49,760|
แขวงบางจาก|         42,558|         49,890|         92,448|         49,760|
ท้องถิ่นเขตมีนบุรี|         65,915|         73,856|        139,771|         54,306|
แขวงมีนบุรี|         44,872|         51,437|         96,309|         41,211|
แขวงแสนแสบ|         21,043|         22,419|         43,462|         13,095|
ท้องถิ่นเขตลาดกระบัง|         80,628|         87,681|        168,309|         80,578|
แขวงลาดกระบัง|         14,062|         15,491|         29,553|         16,280|
แขวงคลองสองต้นนุ่น|         31,558|         34,512|         66,070|         29,764|
แขวงคลองสามประเวศ|          7,298|          8,007|         15,305|          8,447|
แขวงลำปลาทิว|         10,867|         11,554|         22,421|         10,369|
แขวงทับยาว|         13,044|         14,148|         27,192|         13,381|
แขวงขุมทอง|          3,799|          3,969|          7,768|          2,337|
ท้องถิ่นเขตยานนาวา|         38,378|         42,465|         80,843|         49,364|
แขวงช่องนนทรี|         23,315|         26,201|         49,516|         31,235|
แขวงบางโพงพาง|         15,063|         16,264|         31,327|         18,129|
ท้องถิ่นเขตสัมพันธวงศ์|         12,790|         13,569|         26,359|         13,234|
แขวงจักรวรรดิ|          4,001|          4,067|          8,068|          5,029|
แขวงสัมพันธวงศ์|          4,840|          5,166|         10,006|          4,450|
แขวงตลาดน้อย|          3,949|          4,336|          8,285|          3,755|
ท้องถิ่นเขตพญาไท|         35,841|         36,362|         72,203|         39,193|
แขวงสามเสนใน|         35,841|         36,362|         72,203|         39,193|
ท้องถิ่นเขตธนบุรี|         54,533|         60,797|        115,330|         50,554|
แขวงวัดกัลยาณ์|          4,615|          5,292|          9,907|          2,746|
แขวงหิรัญรูจี|          6,131|          6,952|         13,083|          3,963|
แขวงบางยี่เรือ|         11,023|         11,851|         22,874|          7,575|
แขวงบุคคโล|          8,242|          9,267|         17,509|         10,379|
แขวงตลาดพลู|          8,179|          9,173|         17,352|          7,120|
แขวงดาวคะนอง|          8,591|          9,511|         18,102|         10,164|
แขวงสำเหร่|          7,752|          8,751|         16,503|          8,607|
ท้องถิ่นเขตบางกอกใหญ่|         33,082|         36,921|         70,003|         26,798|
แขวงวัดอรุณ|          7,079|          7,364|         14,443|          3,957|
แขวงวัดท่าพระ|         26,003|         29,557|         55,560|         22,841|
ท้องถิ่นเขตห้วยขวาง|         36,551|         43,451|         80,002|         65,131|
แขวงห้วยขวาง|         10,868|         13,137|         24,005|         24,423|
แขวงบางกะปิ|          7,963|          8,979|         16,942|         17,964|
แขวงสามเสนนอก|         17,720|         21,335|         39,055|         22,744|
ท้องถิ่นเขตคลองสาน|         35,192|         40,032|         75,224|         37,448|
แขวงสมเด็จเจ้าพระยา|          6,835|          7,623|         14,458|          5,057|
แขวงคลองสาน|          7,423|          8,212|         15,635|          5,728|
แขวงบางลำภูล่าง|         12,062|         13,823|         25,885|         12,777|
แขวงคลองต้นไทร|          8,872|         10,374|         19,246|         13,886|
ท้องถิ่นเขตตลิ่งชัน|         49,911|         55,946|        105,857|         39,296|
แขวงคลองชักพระ|          5,153|          5,695|         10,848|          4,580|
แขวงตลิ่งชัน|         12,078|         13,571|         25,649|          9,994|
แขวงฉิมพลี|         11,460|         13,091|         24,551|          9,063|
แขวงบางพรม|          6,705|          7,344|         14,049|          4,518|
แขวงบางระมาด|          9,161|         10,163|         19,324|          7,316|
แขวงบางเชือกหนัง|          5,354|          6,082|         11,436|          3,825|
ท้องถิ่นเขตบางกอกน้อย|         55,877|         60,776|        116,653|         47,103|
แขวงศิริราช|          9,119|          7,962|         17,081|          4,317|
